track_name,track_artist,track_popularity,track_album_name,track_album_release_date,playlist_genre,playlist_subgenre,danceability,energy,tempo,liveness
Melody - Radio Mix,Dimitri Vegas & Like Mike,46,Melody,2016-06-10,edm,big room,0.461,0.975,129.978,0.366
Caribbean Rave,W&W,44,Caribbean Rave,2016-10-31,edm,big room,0.603,0.903,127.944,0.629
United We Are,Hardwell,20,United We Are,2015-01-09,edm,big room,0.704,0.899,128.026,0.124
Birds Fly - W&W Festival Mix Edit,Hardwell,17,United We Are (Remixed),2015-12-04,edm,big room,0.574,0.903,127.955,0.123
Torrent,Sidney Samson & Martin Garrix,0,Torrent,2013-03-05,edm,big room,0.635,0.868,127.962,0.0606
Turn Up The Speakers,Afrojack,1,Turn Up The Speakers,2014-08-27,edm,big room,0.694,0.9,127.995,0.473
Helicopter - Video Edit,Martin Garrix,2,Helicopter,2014-03-10,edm,big room,0.584,0.96,128.003,0.175
Booyah - Original Mix,Showtek,0,Booyah,2013-09-02,edm,big room,0.739,0.953,127.987,0.0623
Bring That Beat,Bassjackers,37,Bring That Beat,2015-11-06,edm,big room,0.718,0.977,128.001,0.0932
Do Your Thing - Radio Edit,Dbstf,0,Do Your Thing,2015-04-20,edm,big room,0.662,0.937,130.023,0.319
Tantra,JDG,0,Tantra,2015-08-17,edm,big room,0.655,0.924,127.966,0.281
Wake Up - Original Mix,Jay Hardway,0,Wake Up,2015-07-10,edm,big room,0.663,0.828,128.001,0.0657
C.U.B.A,Calvin Harris,48,C.U.B.A,2015-03-16,edm,big room,0.623,0.998,127.988,0.862
Animals - Oliver Heldens Remix,Martin Garrix,30,Animals,2013-01-01,edm,big room,0.669,0.949,128.015,0.188
Savior - Radio Edit,Bassjackers,1,Savior,2014-10-31,edm,big room,0.747,0.882,128.095,0.351
Pyramids - Radio Mix,DVBBS,1,Pyramids,2014-12-08,edm,big room,0.602,0.965,128.14,0.0859
Flashlight,R3HAB,31,Flashlight,2014-04-07,edm,big room,0.712,0.953,128.03,0.277
Five Hours,Deorro,63,Five Hours,2014-10-14,edm,big room,0.88,0.821,127.907,0.234
Dechorro,Deorro,0,Dechorro (Remixes),2014-05-27,edm,big room,0.77,0.837,127.989,0.122
Flute - Radio Mix,New World Sound,0,Flute,2013-11-29,edm,big room,0.384,0.886,127.993,0.0721
All Systems Down,Andrew Rayel,31,All Systems Down,2016-08-11,edm,big room,0.403,0.951,127.478,0.067
Move - Showtek Radio Edit,twoloud,0,Move (Showtek Edit),2015-05-04,edm,big room,0.568,0.914,128.078,0.223
Let's Go,Rick Mitchells,16,Let's Go,2016-08-01,edm,big room,0.584,0.898,127.97,0.451
Turn The Music Up! - Radio Edit,Wildstylez,22,Turn The Music Up!,2015-05-25,edm,big room,0.574,0.943,131.988,0.0526
The One,W&W,46,The One,2015-06-29,edm,big room,0.614,0.922,126.025,0.197
24/7ers,Colin Cooper,18,24/7ers,2019-09-13,edm,big room,0.593,0.613,127.811,0.116
Talk To Me - Frdy Remix,Topic,36,Talk To Me,2019-04-12,edm,big room,0.659,0.875,128.252,0.267
Came to Play - Original Version,Colin Cooper,41,Came to Play,2019-07-19,edm,big room,0.579,0.74,103.67,0.0681
Mistaken (feat. Alex Aris),Martin Garrix,68,Mistaken (feat. Alex Aris),2019-03-31,edm,big room,0.424,0.694,128.034,0.133
Echo,Seth Hills,38,Echo,2019-04-11,edm,big room,0.656,0.75,126.04,0.117
Backfire,Julian Jordan,37,Backfire,2019-03-07,edm,big room,0.676,0.79,126.058,0.223
Ratata,TV Noise,38,Bring It Back EP,2019-02-01,edm,big room,0.893,0.74,127.978,0.0734
Redeem,Curbi,37,Redeem,2019-04-01,edm,big room,0.902,0.965,128.017,0.357
Dreamer - Nicky Romero Remix,Martin Garrix,52,Dreamer (Remixes Vol. 1),2018-12-07,edm,big room,0.435,0.751,124.332,0.253
Better When You're Gone,David Guetta,76,Better When You're Gone,2019-02-08,edm,big room,0.647,0.795,127.992,0.188
Bring It Back - Afrojack x Sunnery James & Ryan Marciano Edit,Jewelz & Sparks,35,Bring It Back (Afrojack x Sunnery James & Ryan Marciano Edit),2019-04-05,edm,big room,0.682,0.988,128.009,0.332
Fever,Don Diablo,57,Fever,2019-03-29,edm,big room,0.671,0.926,125.981,0.0886
Don't Give Up On Me - Club Mix,Armin van Buuren,45,Don't Give Up On Me (Club Mix / Trance Mix),2019-04-05,edm,big room,0.603,0.849,128.015,0.454
Turn It Up,Armin van Buuren,51,Turn It Up,2019-03-15,edm,big room,0.583,0.952,138.003,0.324
Matrix,W&W,39,Matrix,2019-03-25,edm,big room,0.593,0.901,137.789,0.205
So Close - Curbi Remix,NOTD,21,So Close (feat. Georgia Ku) (Remixes),2019-03-08,edm,big room,0.638,0.882,128.059,0.188
Dancing in the Rain,Da Hool,44,Dancing in the Rain,2019-03-29,edm,big room,0.733,0.917,125.831,0.137
Rush,BROHUG,39,Rush,2019-02-01,edm,big room,0.678,0.915,124.962,0.0823
Omega (feat. Ibranovski),Tchami,54,Omega (feat. Ibranovski),2019-03-25,edm,big room,0.804,0.681,124.996,0.0387
Fix Me - Official Parookaville 2016 Anthem / Radio Edit,twoloud,34,Fix Me (Official Parookaville 2016 Anthem / Radio Edit),2016-06-24,edm,big room,0.497,0.676,126.071,0.614
Can't Get Enough,Tiësto,44,Can't Get Enough,2019-03-29,edm,big room,0.732,0.817,126.064,0.478
Lose Control,Tiësto,1,Together,2019-04-05,edm,big room,0.748,0.967,129.984,0.634
Ain't Nobody Else,Holl & Rush,0,Ain't Nobody Else,2019-03-29,edm,big room,0.704,0.861,126.025,0.374
Feel Good (feat. Daya) - Brooks Remix,Gryffin,38,Feel Good (feat. Daya) [The Remixes],2017-07-21,edm,big room,0.558,0.926,127.856,0.091
Lessons - Parookaville 2017 Anthem / FRDY Festival Remix,Moguai,13,Lessons,2017-08-18,edm,big room,0.561,0.852,127.93,0.294
Blackbird,Jonas Aden,3,Blackbird,2019-02-01,edm,big room,0.4,0.798,125.943,0.0551
365 - Jonas Aden Remix,Zedd,49,365 (Remixes),2019-03-22,edm,big room,0.74,0.802,123.987,0.187
I'm Not Sorry,Hardwell,38,I'm Not Sorry,2019-03-08,edm,big room,0.649,0.82,128.096,0.0771
TURN OFF THE LIGHTS,Dog Blood,1,Turn Off The Lights,2019-03-29,edm,big room,0.766,0.994,128.033,0.667
Gucci Fendi Prada,Merk & Kremont,50,Gucci Fendi Prada,2019-04-05,edm,big room,0.485,0.762,124.936,0.383
Exhale,Jay Hardway,45,Exhale,2019-04-08,edm,big room,0.638,0.74,128.042,0.423
Rave Child,Mike Cervello,34,Rave Child,2019-04-01,edm,big room,0.708,0.923,130.009,0.0806
No Place (feat. Dennis Skytt),RudeLies,31,No Place (feat. Dennis Skytt),2019-03-29,edm,big room,0.689,0.875,125.941,0.24
I'm Not Alone - 2019 Edit,Calvin Harris,63,I'm Not Alone 2019,2019-04-05,edm,big room,0.6,0.982,127.994,0.124
All Over The World,Fedde Le Grand,64,All Over The World,2019-02-08,edm,big room,0.657,0.976,125.983,0.318
EDM O' CLOCK,TV Noise,50,EDM O' CLOCK,2019-02-27,edm,big room,0.805,0.895,126.042,0.44
Relieve,Blinders,42,Relieve,2019-03-08,edm,big room,0.689,0.956,128.088,0.393
We Are One (feat. Pearl Andersson) (TYMEN Remix),Laidback Luke,29,We Are One (feat. Pearl Andersson) (TYMEN Remix),2019-01-11,edm,big room,0.421,0.804,125.936,0.634
Metaphor,Alok,61,Metaphor,2019-02-01,edm,big room,0.567,0.951,138.03,0.101
Flip The Beat,Bassjackers,48,Flip The Beat,2019-03-18,edm,big room,0.688,0.902,127.943,0.902
Bad Boy Flow,twoloud,31,Bad Boy Flow,2019-03-22,edm,big room,0.746,0.81,126.225,0.33
Runaway,Manse,44,Runaway,2019-03-20,edm,big room,0.587,0.75,128.016,0.168
Jackpot,Chico Rose,16,Revealed Recordings presents Miami Festival EP 2019,2019-03-22,edm,big room,0.643,0.959,128.036,0.293
Enlighten Me,DubVision,9,Enlighten Me,2019-04-05,edm,big room,0.606,0.805,126,0.111
Say Something - RetroVision Remix,Lucas & Steve,62,Say Something (The Remixes),2019-03-18,edm,big room,0.779,0.756,125.988,0.333
Automatic,Deniz Koyu,36,Automatic,2019-03-11,edm,big room,0.574,0.94,126.015,0.15
BARRACA,Garmiani,45,BARRACA,2019-03-11,edm,big room,0.782,0.979,127.922,0.326
Cake,Salvatore Ganacci,48,Cake,2019-03-29,edm,big room,0.66,0.916,145.096,0.187
Candy On The Dancefloor,Tujamo,62,Candy On The Dancefloor,2019-02-22,edm,big room,0.709,0.814,126.027,0.267
Drive Me Home - Official Animal Sound 2019 Anthem,Jordan Jay,40,Drive Me Home (Official Animal Sound 2019 Anthem),2019-02-08,edm,big room,0.573,0.89,126.007,0.129
Grapevine,Tiësto,13,Grapevine,2018-10-26,edm,big room,0.714,0.828,124.034,0.32
Lose Control,MEDUZA,91,Lose Control,2019-10-11,edm,big room,0.598,0.526,123.935,0.14
No Trouble Now,YNKKX,17,No Trouble Now,2019-06-21,edm,big room,0.631,0.802,128.009,0.251
Bring It,Lost Chameleon,19,Bring It,2019-04-26,edm,big room,0.687,0.902,126.975,0.698
Money,Brodi,14,Money,2019-05-03,edm,big room,0.736,0.983,122.941,0.309
Heaven - David Guetta & MORTEN Remix,Avicii,70,Heaven (David Guetta & MORTEN Remix),2019-08-23,edm,big room,0.572,0.934,125.948,0.105
Feelings - Spada Remix,Deep Chills,40,Feelings (Spada Remix),2019-07-05,edm,big room,0.837,0.776,121.99,0.236
No Sleep (feat. Bonn) - DubVision Remix,Martin Garrix,69,2019 Remixed,2019-12-31,edm,big room,0.584,0.79,127.972,0.213
Heartbeat,Jay Fox,34,Heartbeat,2018-12-21,edm,big room,0.696,0.854,120.002,0.0928
Play,K-391,78,Play,2019-08-30,edm,big room,0.52,0.798,101.944,0.0932
Cold Walls,Desert Minds,22,Cold Walls,2019-04-19,edm,big room,0.575,0.71,142.145,0.0889
Only You,Pete Kingsman,23,Only You,2019-04-05,edm,big room,0.56,0.75,145.079,0.0595
I'm The OG,Brodi,14,I'm The OG,2019-02-22,edm,big room,0.762,0.998,128.015,0.33
Horizon,Ingenia,29,Horizon (Radio Edit),2016-07-07,edm,big room,0.51,0.717,127.945,0.0862
Know,Bespoke Dude,30,I Know,2019-03-08,edm,big room,0.641,0.812,120.155,0.265
Let Me Go,Nate VanDeusen,29,Let Me Go,2019-05-03,edm,big room,0.703,0.723,150.004,0.0884
In The Middle,Alesso,69,In The Middle,2019-09-06,edm,big room,0.751,0.92,122.991,0.127
Dare Me,NERVO,60,Dare Me,2020-01-03,edm,big room,0.817,0.776,124.03,0.158
Tell Your Friends (feat. Loote),The Him,49,Tell Your Friends (feat. Loote),2019-03-01,edm,big room,0.489,0.796,88.923,0.148
Running,Chris Viviano,34,Running,2018-11-09,edm,big room,0.59,0.815,146.833,0.208
Come Back,Nate VanDeusen,37,Come Back,2019-03-22,edm,big room,0.469,0.676,99.118,0.532
Love Poison,Pete Kingsman,30,Love Poison,2018-12-14,edm,big room,0.596,0.859,144.007,0.324
Like You Boy,Pards,28,Like You Boy,2019-05-03,edm,big room,0.81,0.541,105.001,0.0691
Sweet Munchies,Cat Dealers,57,Sweet Munchies,2020-01-10,edm,big room,0.813,0.937,126.021,0.3
Feel The Rush - Juelzz Radio Edit,Ingenia,12,Feel The Rush (Juelzz Remix),2014-09-17,edm,big room,0.649,0.936,128.01,0.379
For You - Jay Dixie Remix,Deep Chills,24,For You (The Remixes),2018-11-02,edm,big room,0.886,0.692,123.994,0.372
I Need You To Try,FIXL,47,I Need You To Try,2020-01-10,edm,big room,0.702,0.722,117.968,0.126
White Lies - Guy Arthur Remix,The Him,51,White Lies (The Remixes),2018-03-16,edm,big room,0.656,0.896,128.026,0.192
Therapy,Duke Dumont,54,Therapy,2020-01-17,edm,big room,0.521,0.888,125.986,0.115
Oasis - Kyco x Barkley Remix,The Him,56,Oasis (Kyco x Barkley Remix),2017-11-24,edm,big room,0.814,0.755,122.981,0.0889
High On Life (feat. Bonn),Martin Garrix,77,High On Life (feat. Bonn),2018-07-29,edm,big room,0.414,0.486,128.038,0.111
Something Real,Armin van Buuren,65,Something Real,2019-07-12,edm,big room,0.575,0.808,127.922,0.0693
Not Ok - Frank Walker Remix,Kygo,66,Not Ok (Frank Walker Remix),2019-07-05,edm,big room,0.679,0.866,121.927,0.0688
Dancin (feat. Luvli) - Krono Remix,Aaron Smith,84,Dancin (feat. Luvli) [Krono Remix],2014-11-07,edm,big room,0.72,0.741,119.896,0.289
Still Think About You - Imad Remix,Deep Chills,37,Still Think About You (Imad Remix),2018-09-21,edm,big room,0.808,0.648,122.041,0.135
Feel The Vibe (Uh Uh),Dubdogz,58,Feel The Vibe (Uh Uh),2019-11-22,edm,big room,0.805,0.918,125.98,0.0842
Interestelar,Groove Delight,62,Interestelar,2019-09-27,edm,big room,0.717,0.784,125.038,0.116
By Your Side,The Him,44,By Your Side,2018-08-03,edm,big room,0.636,0.936,126.068,0.281
Hiding,STLN,33,Hiding,2020-01-10,edm,big room,0.768,0.769,126.014,0.108
I Luv U,Sofia Carson,52,I Luv U,2019-12-13,edm,big room,0.875,0.558,96.072,0.116
Beautiful People (feat. Khalid) - NOTD Remix,Ed Sheeran,66,Beautiful People (feat. Khalid) [NOTD Remix],2019-07-11,edm,big room,0.702,0.794,103.972,0.11
All the Time - Don Diablo Remix,Zara Larsson,70,All the Time (Don Diablo Remix),2019-07-05,edm,big room,0.675,0.931,124.008,0.11
Like You Know,Pete Kingsman,29,Like You Know,2018-10-12,edm,big room,0.638,0.833,140.083,0.12
Bruises - Steve Void Remix,Lewis Capaldi,70,Bruises EP,2019-09-27,edm,big room,0.79,0.746,124.971,0.316
Going Back To You,Kehele Keff,39,Going Back To You,2019-11-08,edm,big room,0.566,0.691,127.869,0.102
Sound Of The Future - Original Mix,Daniel Diazz,9,Sound Of The Future,2015-10-23,edm,big room,0.793,0.963,126.012,0.131
Someone,Pete Kingsman,32,Someone,2018-07-20,edm,big room,0.564,0.746,144.963,0.118
High On You - Radio Edit,Ingenia,15,High On You,2015-09-30,edm,big room,0.529,0.88,127.966,0.529
Life Is Music,Blasterjaxx,52,Life Is Music,2019-12-13,edm,big room,0.495,0.983,131.987,0.35
Make Believe,Quintino,47,Bright Nights,2019-10-11,edm,big room,0.587,0.882,127.97,0.195
The King (with Dzeko),Dimitri Vangelis & Wyman,62,The King (with Dzeko),2019-06-14,edm,big room,0.655,0.726,128.001,0.145
I Don't Care (feat. Robin Valo),Ummet Ozcan,52,I Don't Care (feat. Robin Valo),2019-10-25,edm,big room,0.603,0.847,128.032,0.363
Amsterdam,Olly James,39,Amsterdam,2020-01-10,edm,big room,0.518,0.914,130.197,0.609
Can You Feel It,Tiësto,46,Can You Feel It,2019-03-22,edm,big room,0.625,0.961,129.949,0.626
Alone (feat. Anjulie & Jeffrey Jey) - Club Mix,Marnik,57,Alone (feat. Anjulie & Jeffrey Jey) [Club Mix],2020-01-03,edm,big room,0.56,0.934,134.004,0.297
Faith (with Dolly Parton) [feat. Mr. Probz] - Jewelz & Sparks Remix,Galantis,46,Faith (with Dolly Parton) [feat. Mr. Probz] [Jewelz & Sparks Remix],2019-11-22,edm,big room,0.72,0.957,128.007,0.0298
TUTUTU,Quintino,49,TUTUTU,2019-04-22,edm,big room,0.771,0.95,128.036,0.064
Money Money,Yves V,39,Money Money / Show Me EP,2019-12-09,edm,big room,0.671,0.937,126.061,0.192
Drop It,Tujamo,69,Drop It,2019-09-13,edm,big room,0.747,0.897,126.036,0.0541
Good Thing (feat. Kehlani) - Marc Benjamin Remix,Zedd,50,Good Thing (with Kehlani) [Remixes],2020-01-03,edm,big room,0.494,0.817,127.915,0.207
Monster (feat. Junior Funke),Blasterjaxx,53,Monster (feat. Junior Funke),2019-11-08,edm,big room,0.609,0.685,127.984,0.234
Perfect (feat. Haris) - LUM!X Remix,Lucas & Steve,59,Perfect (feat. Haris) [LUM!X Remix],2019-11-29,edm,big room,0.723,0.87,127.932,0.0581
Alive,Wasback,30,Alive,2019-11-22,edm,big room,0.427,0.896,127.962,0.368
Wild Bill,Marc Benjamin,35,Wild Bill,2020-01-13,edm,big room,0.78,0.861,127.948,0.253
More Of Your Love,Justin Mylo,41,More Of Your Love,2019-08-16,edm,big room,0.588,0.869,128.028,0.696
The Flight,Dimitri Vegas & Like Mike,64,The Flight,2019-09-13,edm,big room,0.705,0.825,129.855,0.221
Shake It,Tujamo,60,Shake It,2019-11-29,edm,big room,0.829,0.967,127.028,0.217
Beast Mode,Kura,59,Beast Mode,2019-06-10,edm,big room,0.602,0.971,149.964,0.101
La Guitarra,ANG,31,La Guitarra,2019-09-27,edm,big room,0.576,0.88,128.044,0.329
Reckless,Hardwell,57,Reckless,2019-07-19,edm,big room,0.618,0.974,128.028,0.0634
"Mush, Mush (2019 Reboot)",Bassjackers,47,The Biggest,2019-11-22,edm,big room,0.849,0.746,128.014,0.0209
Underground,bad nelson,22,Underground,2019-10-04,edm,big room,0.634,0.906,126.061,0.193
Scream Loud,Averdeck,33,Scream Loud,2019-11-22,edm,big room,0.661,0.953,132.173,0.304
Primal,Bassjackers,42,Primal,2019-09-30,edm,big room,0.34,0.861,150.017,0.196
Bro Hymn,Quintino,23,Bro Hymn,2019-10-07,edm,big room,0.657,0.974,127.941,0.347
The Drill,Magnificence,58,The Drill,2019-10-25,edm,big room,0.63,0.751,124.935,0.353
Tonka,Stoltenhoff,34,Tonka,2019-08-05,edm,big room,0.694,0.991,129.964,0.116
Hide Away (feat. Envy Monroe),Blasterjaxx,42,Hide Away (feat. Envy Monroe),2019-06-21,edm,big room,0.573,0.746,130.001,0.361
Lightspeed,Kura,33,Lightspeed EP,2019-09-02,edm,big room,0.815,0.774,127.969,0.353
Snatch,Bassjackers,50,Snatch,2019-07-22,edm,big room,0.697,0.966,130.016,0.106
Music Is Our Religion,Blasterjaxx,39,Music Is Our Religion,2019-06-28,edm,big room,0.162,0.972,195.041,0.29
Uno,John Christian,52,Uno,2019-05-03,edm,big room,0.792,0.886,128.017,0.0648
The Power (feat. Snap!),Tommie Sunshine,55,The Power (feat. Snap!),2019-07-26,edm,big room,0.661,0.991,128.059,0.303
Wonderful Together (feat. Envy Monroe),Blasterjaxx,53,Wonderful Together (feat. Envy Monroe),2019-06-14,edm,big room,0.591,0.759,130.043,0.108
HEY!,Antoine Delvig,31,"HELDEEP DJ Tools, Pt. 10 - EP",2019-12-06,edm,big room,0.757,0.994,123.934,0.52
Night At The Opera,Kevu,34,Night At The Opera,2019-08-30,edm,big room,0.596,0.833,130.008,0.114
Hypnotize (feat. LexBlaze),Jasted,32,Hypnotize (feat. LexBlaze),2019-10-25,edm,big room,0.596,0.983,126.044,0.48
Children Of Today,Blasterjaxx,59,Children Of Today,2019-04-19,edm,big room,0.507,0.836,130.027,0.485
IZMIR,Ummet Ozcan,47,IZMIR,2019-08-30,edm,big room,0.708,0.976,127.994,0.25
Tokyo,Olly James,42,Tokyo,2019-07-12,edm,big room,0.407,0.78,131.806,0.302
Bass,MGM,22,Bass,2019-07-15,edm,big room,0.851,0.868,128.009,0.0336
Super Friends (feat. Jack Wilby),Blasterjaxx,31,Super Friends (feat. Jack Wilby),2019-03-22,edm,big room,0.557,0.793,130.029,0.0853
Lost,Jay Hardway,43,Lost,2019-06-03,edm,big room,0.6,0.73,128.057,0.582
Vale Vale,Alok,56,Vale Vale,2019-08-09,edm,big room,0.475,0.896,133.998,0.429
We Can Change (Infinity) - John Christian Remix,Trobi,36,We Can Change (Infinity) [John Christian Remix],2019-05-27,edm,big room,0.555,0.8,126.042,0.186
Halfway There (feat. Lena Leon),Tiësto,60,Halfway There (feat. Lena Leon),2019-03-15,edm,big room,0.59,0.888,128.025,0.817
Aliens,Jay Hardway,41,Aliens,2019-02-08,edm,big room,0.658,0.976,128,0.401
Louder - Radio Edit,Dimitri Vegas & Like Mike,57,Louder,2015-02-13,edm,big room,0.567,0.992,128.024,0.213
Karate,R3HAB,0,Karate,2014-12-29,edm,big room,0.651,0.95,128.034,0.674
Unicorn Zombie Apocalypse,Borgore,55,Unicorn Zombie Apocalypse,2014-04-28,edm,big room,0.676,0.885,128.04,0.0519
Raise Your Hands,Ummet Ozcan,46,Raise Your Hands,2014-04-14,edm,big room,0.729,0.969,127.994,0.114
Invincible (feat. Ruby Prophet) - Radio Edit,Firebeatz,47,Invincible (feat. Ruby Prophet),2015-05-22,edm,big room,0.563,0.894,128.064,0.697
Mammoth,Dimitri Vegas & Like Mike,55,Mammoth,2013-03-19,edm,big room,0.645,0.85,127.997,0.364
Tsunami,DVBBS,59,Tsunami,2013-09-02,edm,big room,0.699,0.839,128.026,0.0897
Derp - Original Mix,Bassjackers,56,Derp,2015-04-28,edm,big room,0.649,0.973,127.951,0.133
How We Party,R3HAB,0,How We Party,2014-08-15,edm,big room,0.649,0.99,127.964,0.0626
Ready For Action,Dimitri Vegas & Like Mike,2,Ready For Action (Radio Mix),2017-06-02,edm,big room,0.639,0.973,130.046,0.336
Breathe,Borgeous,42,Breathe,2014-09-08,edm,big room,0.598,0.917,128.013,0.186
Raveheart,DVBBS,44,Raveheart,2015-08-17,edm,big room,0.5,0.986,127.972,0.283
Electric Elephants,Jay Hardway,51,Electric Elephants,2015-11-13,edm,big room,0.588,0.927,127.946,0.211
Tiger,R3HAB,50,Tiger,2015-06-12,edm,big room,0.662,0.877,127.994,0.0775
Slammer,Quintino,0,Slammer,2014-10-13,edm,big room,0.636,0.828,128.044,0.0452
More - Blasterjaxx Remix,Laidback Luke,45,More (The Remixes),2013-07-26,edm,big room,0.683,0.69,128.002,0.395
Voodoo,DVBBS,44,Voodoo,2015-03-16,edm,big room,0.498,0.871,127.794,0.0789
Legend,VINAI,36,Legend,2015-05-04,edm,big room,0.187,0.994,191.814,0.241
Stick Em,DJ Isaac,0,Stick Em,2015-08-31,edm,big room,0.377,0.926,130.163,0.0827
Unbroken (feat. Gia Koka),Quintino,44,Unbroken (feat. Gia Koka),2016-01-01,edm,big room,0.567,0.772,128.074,0.254
Fireflies (feat. Luciana),Bassjackers,58,Fireflies (feat. Luciana),2016-08-19,edm,big room,0.643,0.817,128.119,0.126
Heartbreak,Blasterjaxx,41,Heartbreak,2015-12-11,edm,big room,0.605,0.867,128.024,0.861
Walk Away,Tony Junior,0,Walk Away,2016-07-11,edm,big room,0.66,0.853,128.007,0.0382
Titan,Blasterjaxx,40,Titan,2014-02-17,edm,big room,0.683,0.935,127.968,0.0724
Vicious,Ibranovski,31,Vicious,2014-02-03,edm,big room,0.621,0.943,127.99,0.0387
Guest List - Original Mix,Alvaro,0,Guest List,2015-04-13,edm,big room,0.72,0.976,128.004,0.277
Cobra - Radio Edit,Tony Junior,31,Cobra,2015-07-06,edm,big room,0.541,0.931,128.021,0.309
Perfection,twoloud,48,Perfection,2015-10-09,edm,big room,0.562,0.929,127.937,0.601
Arsonist,Firebeatz,31,Arsonist,2015-01-12,edm,big room,0.717,0.897,128.009,0.0561
Greatest DJ - Radio Edit,twoloud,40,Greatest DJ,2014-04-28,edm,big room,0.55,0.961,128.027,0.0718
Move - Showtek Radio Edit,twoloud,35,Move (Showtek Edit),2015-05-04,edm,big room,0.568,0.914,128.078,0.223
The Universe Is Ours,Headhunterz,39,The Universe Is Ours,2015-12-14,edm,big room,0.398,0.906,127.97,0.372
Crowd Control - Radio Edit,Dimitri Vegas & Like Mike,56,Crowd Control (Radio Edit),2017-10-25,edm,big room,0.345,0.955,139.927,0.132
Live the Night,W&W,44,Live the Night,2016-07-11,edm,big room,0.805,0.968,127.984,0.368
Supa Dupa Fly 2018,W&W,51,Supa Dupa Fly 2018,2018-04-09,edm,big room,0.635,0.98,130.046,0.266
Rave After Rave,W&W,51,Rave After Rave,2015-03-16,edm,big room,0.639,0.907,128.055,0.366
The Hum - Short Edit,Dimitri Vegas & Like Mike,45,The Hum,2015-05-08,edm,big room,0.729,0.947,130.005,0.367
Krypton,Ummet Ozcan,45,Krypton,2018-03-19,edm,big room,0.595,0.965,127.992,0.375
F*CK - Dimitri Vegas & Like Mike Edit,Bassjackers,29,F*CK (Dimitri Vegas & Like Mike Edit),2016-06-10,edm,big room,0.634,0.856,128.024,0.177
Ghost in the Machine - Radio Edit,Blasterjaxx,0,Ghost in the Machine,2015-07-17,edm,big room,0.562,0.981,129.945,0.834
Power,Hardwell,5,Power,2017-09-22,edm,big room,0.49,0.907,132.057,0.116
Call Me A Spaceman - Radio Edit,Hardwell,58,Call Me A Spaceman,2012-05-18,edm,big room,0.581,0.877,127.952,0.248
Narco,Blasterjaxx,3,Narco,2017-11-13,edm,big room,0.764,0.943,129.961,0.0699
Phoenix,Blasterjaxx,41,Phoenix,2018-01-15,edm,big room,0.602,0.901,128.063,0.144
Beautiful World - Radio Edit,Blasterjaxx,22,Beautiful World,2016-09-19,edm,big room,0.574,0.944,129.908,0.274
Going Crazy,Hardwell,24,Going Crazy,2016-08-29,edm,big room,0.603,0.967,127.925,0.641
Into the Light,Sick Individuals,19,Into the Light,2016-04-08,edm,big room,0.683,0.951,127.939,0.245
B U M P,Dbstf,27,B U M P,2016-04-07,edm,big room,0.682,0.945,127.992,0.356
Tarantella,TWIIG,21,Tarantella,2017-07-06,edm,big room,0.418,0.873,138.014,0.122
How We Feelin,TWIIG,25,How We Feelin,2016-12-12,edm,big room,0.629,0.964,129.987,0.0685
We Are,TWIIG,23,We Are,2016-06-13,edm,big room,0.482,0.966,128.039,0.894
Rhythm Of The Night,Maurice West,55,Rhythm Of The Night,2018-02-26,edm,big room,0.507,0.861,127.964,0.643
Yin Yang,Maurice West,27,Yin Yang,2017-02-06,edm,big room,0.516,0.922,127.854,0.0966
Kung Fu,Kenneth G,18,Kung Fu,2016-01-29,edm,big room,0.561,0.95,127.941,0.115
Poseidon,Maestro Harrell,28,Poseidon,2016-04-11,edm,big room,0.587,0.974,128.036,0.644
Festival of Lights,KSHMR,46,Festival of Lights,2017-07-21,edm,big room,0.56,0.947,128.011,0.327
Alarm - Original Mix,Dzeko & Torres,0,Alarm,2015-02-16,edm,big room,0.609,0.974,127.967,0.0422
Pilot,Julian Jordan,10,Pilot,2016-04-18,edm,big room,0.696,0.972,127.918,0.0713
Deja Vu (feat. Delora) - Radio Edit,DVBBS,36,Deja Vu (feat. Delora),2014-10-03,edm,big room,0.539,0.865,127.99,0.412
Rogue Ones,Joey Dale,35,Rogue Ones,2017-03-27,edm,big room,0.547,0.883,127.902,0.318
Don't Stop the Madness,Hardwell,37,United We Are,2015-01-23,edm,big room,0.686,0.903,129.995,0.2
Arcadia,Hardwell,30,United We Are,2015-01-23,edm,big room,0.608,0.888,127.938,0.153
Area51,Hardwell,26,United We Are,2015-01-23,edm,big room,0.634,0.862,128.149,0.155
Nothing Can Hold Us Down,Hardwell,29,United We Are,2015-01-23,edm,big room,0.475,0.869,127.965,0.269
Ecuador,Sash!,5,Ecuador,2016-02-05,edm,big room,0.535,0.988,130.007,0.0944
Cosmic Dark - Radio Edit,Pitchback,23,Cosmic Dark,2016-06-17,edm,big room,0.512,0.915,130.05,0.523
Do You Want,Pitchback,10,Do You Want,2016-10-24,edm,big room,0.551,0.926,129.948,0.475
LIT,VINAI,34,LIT,2016-04-01,edm,big room,0.685,0.99,128.019,0.4
Jumpstarter,TWIIG,26,Jumpstarter,2017-03-13,edm,big room,0.572,0.966,127.976,0.113
Olympus - Original Mix,Maestro Harrell,32,Olympus,2015-10-26,edm,big room,0.585,0.918,129.992,0.0633
Soldier,Blasterjaxx,43,Soldier,2016-04-08,edm,big room,0.562,0.799,127.912,0.146
Voltage,NWYR,38,Voltage,2017-06-12,edm,big room,0.302,0.893,131.941,0.512
